DEPARTAMENTO_PRESTACION,MUNICIPIO_PRESTACION,SERVICIO,ESTADO,NOMBRE,NIT,DEPARTAMENTO_DOMICILIO,MUNICIPIO_DOMICILIO,DIRECCION,TELEFONO,EMAIL,TIPO_INSCRIPCION,REPRESENTANTE_LEGAL,TIPO_PRESTADOR,CLASIFICACION
VALLE DEL CAUCA,JAMUNDI,ALCANTARILLADO,OPERATIVA,FONTANA S.A.  E.S.P.,,VALLE DEL CAUCA,JAMUNDI,CALLE 2 22-175 OFICINA 211 CC ALFAGUARA,5162447,fontanaesp@fontanaesp.com,Registro por la ESP,LUIS GUILLERMO HOYOS VELEZ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ALCANTARILLADO,OPERATIVA,TERRANOVA SERVICIOS S.A. E.S.P,,VALLE DEL CAUCA,JAMUNDI,CLL 17 NO.50 SUR 22,5921804,contacto@terranovaservicios.com,Registro por la ESP,NELSON MARINO CAICEDO GIRON,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ACUEDUCTO,OPERATIVA,JUNTA DE ACCION COMUNAL CORREGIMIENTO DE GUACHINTE MUNICIPIO DE JAMUNDI,,VALLE DEL CAUCA,JAMUNDI,CALLE 15C No 5  57 EL JARDIN,5539672,jac_guachinte@hotmail.com,Registro por la ESP,CARLOS ALBERTO APONTE HURTADO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ASEO,OPERATIVA,TERRANOVA SERVICIOS S.A. E.S.P,,VALLE DEL CAUCA,JAMUNDI,CLL 17 NO.50 SUR 22,5921804,contacto@terranovaservicios.com,Registro por la ESP,NELSON MARINO CAICEDO GIRON,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ACUEDUCTO,OPERATIVA,TERRANOVA SERVICIOS S.A. E.S.P,,VALLE DEL CAUCA,JAMUNDI,CLL 17 NO.50 SUR 22,5921804,contacto@terranovaservicios.com,Registro por la ESP,NELSON MARINO CAICEDO GIRON,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ACUEDUCTO,OPERATIVA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.,,VALLE DEL CAUCA,CALI,Calle 56 No 3N - 19,6653567,acuavalle@acuavalle.gov.co,Registro por la ESP,HUMBERTO SWANN BARONA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ALCANTARILLADO,OPERATIVA,OZONO EMPRESA DE SERVICIOS PUBLICOS S.A.S E.S.P,,VALLE DEL CAUCA,JAMUNDI,CALLE 44AN  No. 4N -133,6851717,lfarias@jaramillomora.com,Registro por la ESP,LUIS FERNANDO ARIAS AGUALIMPIA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ASEO,OPERATIVA,ASEO JAMUNDI EMPRESA DE SERVICIOS PUBLICOS S.A E.S.P,,VALLE DEL CAUCA,JAMUNDI,calle 11  No 13-35,5906902,aseojamundisa@yahoo.es,Registro por la ESP,INGRID BOCANEGRA MENA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ALCANTARILLADO,OPERATIVA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.,,VALLE DEL CAUCA,CALI,Calle 56 No 3N - 19,6653567,acuavalle@acuavalle.gov.co,Registro por la ESP,HUMBERTO SWANN BARONA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ACUEDUCTO,OPERATIVA,OZONO EMPRESA DE SERVICIOS PUBLICOS S.A.S E.S.P,,VALLE DEL CAUCA,JAMUNDI,CALLE 44AN  No. 4N -133,6851717,lfarias@jaramillomora.com,Registro por la ESP,LUIS FERNANDO ARIAS AGUALIMPIA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ACUEDUCTO,OPERATIVA,ACUEDUCTOS DEL SUR S.A. ESP,,VALLE DEL CAUCA,JAMUNDI,KM 21 VIA CALI-JAMUNDI HDA EL CASTILLO C.CIAL LA HERRERÍA LOCAL 3,4899801,acsur@hotmail.com,Registro por la ESP,JAIME FELIPE SARDI MOSQUERA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ACUEDUCTO,OPERATIVA,CORPORACION REGIONAL DE ACUEDUCTO Y SANEAMIENTO BÁSICO PUENTE VELEZ ,,VALLE DEL CAUCA,JAMUNDI,CALLE 2 1-7 CGTO POTRERITO,5162192,coralpevesp@hotmail.com,Registro por la ESP,ROGELIO  CANO MARIN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ASEO,OPERATIVA,JAMUNDI ASEO SA ESP,,VALLE DEL CAUCA,CALI,CRA 1D 44-123,4391713,reporteslimpias@hotmail.com,Registro por la ESP,LUIS GABRIEL GOMEZ DONOSO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ALCANTARILLADO,OPERATIVA,ACUEDUCTOS DEL SUR S.A. ESP,,VALLE DEL CAUCA,JAMUNDI,KM 21 VIA CALI-JAMUNDI HDA EL CASTILLO C.CIAL LA HERRERÍA LOCAL 3,4899801,acsur@hotmail.com,Registro por la ESP,JAIME FELIPE SARDI MOSQUERA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,JAMUNDI,ACUEDUCTO,OPERATIVA,FONTANA S.A.  E.S.P.,,VALLE DEL CAUCA,JAMUNDI,CALLE 2 22-175 OFICINA 211 CC ALFAGUARA,5162447,fontanaesp@fontanaesp.com,Registro por la ESP,LUIS GUILLERMO HOYOS VELEZ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA CUMBRE,ACUEDUCTO,OPERATIVA,ASOCIACION COMUNITARIA ADMINISTRADORA  DEL ACUEDUCTO DEL CORREIMIENTO DE  BITACO MUNICIPIO DE LA CUMBRE,,VALLE DEL CAUCA,LA CUMBRE,CORREGIMIENTO DE BITACO LA CUMBRE,2484214,lruizvernaza@yahoo.com,Registro por la ESP,LEONARDO RUIZ VERNAZA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA CUMBRE,ACUEDUCTO,OPERATIVA,JUNTA DE AGUAS VEREDA LA VENTURA,,VALLE DEL CAUCA,LA CUMBRE,calle 1 Nº 2-32 La Estación -CAM,2459291,jaguvencu2010@hotmail.com,Registro por la ESP,JAVIER MEJIA GIRALDO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA CUMBRE,ACUEDUCTO,OPERATIVA,ASOCIACION COMUNITARIA ALTO SANO EMPRESA DE SERVICIOS PUBLICOS,,VALLE DEL CAUCA,LA CUMBRE,Vereda la Ventura. AltoSano.,8828276,asoaltosano1@Hotmail.com,Registro por la ESP,DIEGO DE JESUS MOSQUERA BERMEO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA CUMBRE,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE PARRAGA,,VALLE DEL CAUCA,LA CUMBRE,VEREDA PARRAGA,6643532,walteret01@gmail.com,Registro por la ESP,WALTER ESTRADA  TORRES,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA CUMBRE,ACUEDUCTO,OPERATIVA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.,,VALLE DEL CAUCA,CALI,Calle 56 No 3N - 19,6653567,acuavalle@acuavalle.gov.co,Registro por la ESP,HUMBERTO SWANN BARONA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA CUMBRE,ASEO,OPERATIVA,LA CUMBRE LIMPIA S.A ESP,,VALLE DEL CAUCA,CALI,CARRERA 1D No 44-123,4391713,reporteslimpias@hotmail.com,Registro por la ESP,LUIS GABRIEL GOMEZ DONOSO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA CUMBRE,ACUEDUCTO,OPERATIVA,JUNTA DEL ACUEDUCTO DE LAS VEREDAS ARBOLEDAS Y CORDOBITAS DEL MUNICIPIO DE LA CUMBRE,,VALLE DEL CAUCA,LA CUMBRE,corregimiento arboledas la cumbre via pavas,4387437,juntaacuacordoba2010@hotmail.com,Registro por la ESP,ARMANDO  VARON  LENIS ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA CUMBRE,ALCANTARILLADO,OPERATIVA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.,,VALLE DEL CAUCA,CALI,Calle 56 No 3N - 19,6653567,acuavalle@acuavalle.gov.co,Registro por la ESP,HUMBERTO SWANN BARONA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA CUMBRE,ACUEDUCTO,OPERATIVA,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DEL CORREGIMIENTO DE PAVAS MUNICIPIO DE LA CUMBRE,,VALLE DEL CAUCA,LA CUMBRE,CORREGIMIENTO PAVAS CALLE 4 N° 7-30,2459291,acaapavas@hotmail.com,Registro por la ESP,FRANCISCO RIVERA ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA CUMBRE,ACUEDUCTO,OPERATIVA,ADMINISTRACION COOPERATIVA LA CUMBRE-DAGUA E.S.P,,VALLE DEL CAUCA,LA CUMBRE,CRA 5 CLL 4 ESQUINA,2458085,cumbredagua@yahoo.com.mx,Registro por la ESP,JUAN CARLOS DUQUE NIETO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA CUMBRE,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL UNIDO DEL CORREGIMIENTO DE JIGUALES LA CUMBRE,,VALLE DEL CAUCA,LA CUMBRE,VEREDA AGUACATAL SECTOR LAS VERANERAS,0000000,acueverijiguales@hotmail.com,Registro por la ESP,ALFREDO ZUÑIGA BOLAÑOS,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA UNION,ALCANTARILLADO,OPERATIVA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.,,VALLE DEL CAUCA,CALI,Calle 56 No 3N - 19,6653567,acuavalle@acuavalle.gov.co,Registro por la ESP,HUMBERTO SWANN BARONA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA UNION,ACUEDUCTO,OPERATIVA,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE QUEBRADA GRANDE DEL MUNICIPIO DE LA UNION,,VALLE DEL CAUCA,LA UNION,corregimiento quebradagrande la union valle,2213150,dimirri1972@hotmail.com,Registro por la ESP,MARIA ELENA RAMIREZ CARDONA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA UNION,ASEO,OPERATIVA,PROACTIVA DE SERVICIOS S.A.  E.S.P.,,VALLE DEL CAUCA,CALI,CARRERA 4 No 3 - 04,8935421,proactiva.valle@veolia.com,Registro por la ESP,HECTOR GIRALDO AVILA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA UNION,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS ACUEDUCTO SAN PEDRO Y SAN LUIS,,VALLE DEL CAUCA,LA UNION,CL 22 No 22 49,2293805,acueductosanpedroysanluis@live.com,Registro por la ESP,JAMES ELIECER RAMIREZ VINASCO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA UNION,ACUEDUCTO,OPERATIVA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.,,VALLE DEL CAUCA,CALI,Calle 56 No 3N - 19,6653567,acuavalle@acuavalle.gov.co,Registro por la ESP,HUMBERTO SWANN BARONA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA UNION,ASEO,OPERATIVA,BUGUEÑA DE ASEO S.A.  E.S.P.,,VALLE DEL CAUCA,GUADALAJARA DE BUGA,CARRERA 9 No. 3 - 12,2283583,proactiva.valle@veolia.com,Registro por la ESP,HECTOR GIRALDO AVILA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA VICTORIA,ASEO,OPERATIVA,ATESA DE OCCIDENTE S.A  E.S.P.,,RISARALDA,PEREIRA,CERRITOS KILOMETRO 15 VIA CARTAGO,3259970,sui@interaseo.com.co,Registro por la ESP,FABIO ALBERTO SALAZAR ROJAS,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA VICTORIA,ASEO,OPERATIVA,EMPRESA DE SERVICIOS VARIOS LA VICTORIA ESP  S.A,,VALLE DEL CAUCA,LA VICTORIA,CLL 8 No 7-72,2202456,esv.esp.sa@gmail.com,Registro por la ESP,CARLOS ANDRES PALOMINO ARBELAEZ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA VICTORIA,ALCANTARILLADO,OPERATIVA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.,,VALLE DEL CAUCA,CALI,Calle 56 No 3N - 19,6653567,acuavalle@acuavalle.gov.co,Registro por la ESP,HUMBERTO SWANN BARONA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA VICTORIA,ACUEDUCTO,OPERATIVA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.,,VALLE DEL CAUCA,CALI,Calle 56 No 3N - 19,6653567,acuavalle@acuavalle.gov.co,Registro por la ESP,HUMBERTO SWANN BARONA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,LA VICTORIA,ASEO,OPERATIVA,BUGUEÑA DE ASEO S.A.  E.S.P.,,VALLE DEL CAUCA,GUADALAJARA DE BUGA,CARRERA 9 No. 3 - 12,2283583,proactiva.valle@veolia.com,Registro por la ESP,HECTOR GIRALDO AVILA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,OBANDO,ALCANTARILLADO,OPERATIVA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.,,VALLE DEL CAUCA,CALI,Calle 56 No 3N - 19,6653567,acuavalle@acuavalle.gov.co,Registro por la ESP,HUMBERTO SWANN BARONA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,OBANDO,ACUEDUCTO,OPERATIVA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.,,VALLE DEL CAUCA,CALI,Calle 56 No 3N - 19,6653567,acuavalle@acuavalle.gov.co,Registro por la ESP,HUMBERTO SWANN BARONA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,OBANDO,ASEO,OPERATIVA,ASEOBANDO ESP S.A,,VALLE DEL CAUCA,OBANDO,CALLE 4#1-11,2053509,aseobando@hotmail.com,Registro por la ESP, MINDALIA AGUDELO GUERRERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,OBANDO,ACUEDUCTO,OPERATIVA,"ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA BUENOS AIRES, MUNICIPIO DE OBANDO, VALLE DEL CAUCA",,VALLE DEL CAUCA,OBANDO,VEREDA BUENOS AIRES CORREGIMIENTO VILLA RODAS,0000000,nelsontaborda@hotmail.com,Registro por la ESP,NELSON TABORDA CASTRO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,OBANDO,ASEO,OPERATIVA,ATESA DE OCCIDENTE S.A  E.S.P.,,RISARALDA,PEREIRA,CERRITOS KILOMETRO 15 VIA CARTAGO,3259970,sui@interaseo.com.co,Registro por la ESP,FABIO ALBERTO SALAZAR ROJAS,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,AQUAOCCIDENTE S.A E.S.P.,,VALLE DEL CAUCA,PALMIRA,CALLE 31 No. 29-14 LOCAL 201,2717300,contactenos@aquaoccidente.com,Registro por la ESP,GUSTAVO ROBLEDO VILLEGAS,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDA BARRIO NUEVO CORREGIMIENTO BOLO ALIZAL PALMIRA VALLE,,VALLE DEL CAUCA,PALMIRA,VEREDA BARRIO NUEVO,2714763,ASESORZFH@HOTMAIL.COM,Registro por la ESP,ALBA LUCIA RAMOS MOSQUERA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DE ACUEDUCTO Y/O ALCANTARILLADO Y/O ASEO DE LA HERRADURA E.S.P,,VALLE DEL CAUCA,PALMIRA,SEDE DE LA JUNTA DE ACCION COMUNAL LA HERRADURA,2580441,dotalora2009@hotmail.com,Registro por la ESP,MARTHA LIGIA BARONA MEDINA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO Y/O ASEO DE GUANABANAL E.S.P,,VALLE DEL CAUCA,PALMIRA,CORREGIMIENTO GUANABANAL,3173761,asoacueductoguanabanal@hotmail.com,Registro por la ESP,ILDIBERTO ABADIA LOZANO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE PALMASECA,,VALLE DEL CAUCA,PALMIRA,AV 4 # 1-71,2714763,acuasaludpalmaseca@hotmail.com,Registro por la ESP,JOHN SUAREZ  CHAVERRA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,ASOCIACION DE ACUEDUCTO Y ALCANTARILLADO DE AYACUCHO LA BUITRERA E.S.P.,,VALLE DEL CAUCA,PALMIRA,CENTRO MÚLTIPLE COMUNAL LA BUITRERA,2682651,asociaciondeacueductoyalcantarillado@hotmail.com,Registro por la ESP,MAURICIO JOSE DE FRANCISCO GARCIA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,MONASH S.A. ESP,,VALLE DEL CAUCA,PALMIRA,KM 2 VIA LAS PALMAS,2818330,info@monashesp.com,Registro por la ESP,GUIDO FERNANDO TEJADA  LOPEZ ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ALCANTARILLADO,OPERATIVA,AQUAOCCIDENTE S.A E.S.P.,,VALLE DEL CAUCA,PALMIRA,CALLE 31 No. 29-14 LOCAL 201,2717300,contactenos@aquaoccidente.com,Registro por la ESP,GUSTAVO ROBLEDO VILLEGAS,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO DE BOLO SAN ISIDRO E.S.P,,VALLE DEL CAUCA,PALMIRA,CARRERA 5 No 1 - 184,2709500,josemaher51@hotmail.com,Registro por la ESP,JOSE MAER BARONA ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDAL EL RINCON ASORINCON,,VALLE DEL CAUCA,PALMIRA,VDA EL RINCON DEL CORRG DE BOYACA PALMIRA,2721940,asorincon@hotmail.com,Registro por la ESP,PEDRO N SALAZAR SAA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ASEO,OPERATIVA,PALMIRANA DE ASEO S.A.  E.S.P.,,VALLE DEL CAUCA,PALMIRA,CARRERA 31 No.18-25,2723672,proactiva.valle@veolia.com,Registro por la ESP,HECTOR GIRALDO AVILA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,COMPAÑIA DE SERVICIOS BASICOS DE COLOMBIA S.A. E.S.P.,,VALLE DEL CAUCA,CALI,Avenida 9N # 15N-05,6513939,info@serbacol.com,Registro por la ESP,VITELMO MAURICIO RUIZ ACOSTA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ASEO,OPERATIVA,CONSASA SAS ESP,,"BOGOTA, D.C.","BOGOTA, D.C.",CARRERA 7 N 73 47 OFICINA 202 EDIF ION 73,2777983,jarpiga@yahoo.com,Registro por la ESP,JAIME ARIEL PINILLA  GALINDO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ASEO,OPERATIVA,PRO-AMBIENTALES  S.A  E.S.P.,,VALLE DEL CAUCA,CALI,CALLE 31 No. 6 - 27,3827090,operativoproambientales@hotmail.com,Registro por la ESP,JOSE IVAN BURGOS CASTILLO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ASEO,OPERATIVA,INTERASEO DEL VALLE S.A E.S.P.,,VALLE DEL CAUCA,YOTOCO,VIA PALMASECA ROXO KM 5 * 200 MARGEN IZQUIERDO,6910717,sui@interaseo.com.co,Registro por la ESP,ANDRES MORENO MUNERA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUSARIOS DEL ACUEDUCTOY/O ALCANTARILLADO Y/O ASEO DE BOLO ALIZAL  E. S.P,,VALLE DEL CAUCA,PALMIRA,CORR BOLO ALIZAL CALLEJON EL DESCANSO CA 08,2714763,AGROPECUARIAELPIRRIO@HOTMAIL.COM,Registro por la ESP,PEDRO PABLO SANCLEMENTE SALCEDO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ASEO,OPERATIVA,SERVICIOS EMPRESARIALES DE ASEO S.A.S E.S.P,,VALLE DEL CAUCA,PALMIRA,CALLE 38No. 31A-04,2859853,serviciosempresarialesdeaseo2015@hotmail.com,Registro por la ESP,GABRIEL EDUARDO OLAYA OTALORA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ALCANTARILLADO,OPERATIVA,COMPAÑIA DE SERVICIOS BASICOS DE COLOMBIA S.A. E.S.P.,,VALLE DEL CAUCA,CALI,Avenida 9N # 15N-05,6513939,info@serbacol.com,Registro por la ESP,VITELMO MAURICIO RUIZ ACOSTA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,,VALLE DEL CAUCA,CALI,Avenida 2 N  #10 - 65 Cam Torre Emcali,8993091,emcalieiceesp@emcali.com.co,Registro por la ESP,CRISTINA ARANGO OLAYA,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DE ACUEDUCTO Y ALCANTARILLADO DE ROZO ESP,,VALLE DEL CAUCA,PALMIRA,Calle 10 No 11-43,2685163,acuasaludRozo@hotmail.es,Registro por la ESP,SORAIDA JANETH SUAREZ CUERO,ORGANIZACION AUTORIZADA,MAS DE 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDA CHONTADURO PALMIRA VALLE,,VALLE DEL CAUCA,PALMIRA,VDA CHONTADURO,2714763,juliora1948@hotmail.com,Registro por la ESP,JULIO  RAMIRO MELO MORA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
VALLE DEL CAUCA,PALMIRA,ASEO,OPERATIVA,SERVI AMBIENTALES VALLE S.A. E.S.P.,,VALLE DEL CAUCA,CALI,CARRRERA 1 # 51-60,6657471,gerencia@serviambientalesvalle.com,Registro por la ESP,ANGELA MORIONES PALAU,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
